x,y,is_header,under_pressure,num_defenders,num_teammates,gk_x,gk_y,on_target,placement_y,placement_z,is_goal
108.0,52.0,0,1,5,2,119.0,44.0,0,40.0,0.0,0
115.0,31.0,1,1,7,3,119.0,37.0,0,40.0,0.0,0
110.0,46.0,1,1,7,4,120.0,42.0,0,40.0,0.0,0
114.0,45.0,1,1,7,4,120.0,42.0,0,40.0,0.0,0
94.0,47.0,0,1,8,4,119.0,42.0,1,38.7,0.2,0
82.0,41.0,0,1,9,7,119.0,41.0,1,44.0,2.3,0
114.0,41.0,1,1,10,7,120.0,41.0,1,36.6,1.9,1
109.0,42.0,1,1,9,4,119.0,40.0,0,40.0,0.0,0
109.0,42.0,1,1,8,5,119.0,40.0,0,40.0,0.0,0
108.0,39.0,1,1,4,1,118.0,39.0,0,40.0,0.0,0
98.0,45.0,0,1,7,3,118.0,40.0,0,40.0,0.0,0
112.0,56.0,0,1,5,2,119.0,44.0,0,40.0,0.0,0
113.0,25.0,0,1,5,3,119.0,36.0,0,40.0,0.0,0
112.0,44.0,1,1,10,6,119.0,40.0,0,40.0,0.0,0
111.0,45.0,1,1,9,5,119.0,40.0,0,40.0,0.0,0
109.0,41.0,0,1,0,0,119.0,40.0,1,39.7,1.5,1
109.0,41.0,0,1,0,0,119.0,40.0,1,36.2,0.5,1
109.0,41.0,0,1,0,0,119.0,40.0,1,37.0,2.0,1
109.0,41.0,0,1,0,0,119.0,40.0,1,36.2,0.5,1
109.0,41.0,0,1,0,0,119.0,40.0,1,42.0,0.2,1
109.0,41.0,0,1,0,0,119.0,40.0,1,43.8,0.5,0
109.0,41.0,0,1,0,0,119.0,40.0,1,43.4,2.7,0
109.0,41.0,0,1,0,0,119.0,40.0,1,37.0,1.9,1
109.0,41.0,0,1,0,0,119.0,40.0,1,38.9,1.3,0
109.0,41.0,0,1,0,0,119.0,40.0,1,36.4,0.4,1
101.0,40.0,0,1,8,4,118.0,43.0,0,40.0,0.0,0
104.0,33.0,0,1,6,4,119.0,43.0,0,40.0,0.0,0
78.0,22.0,0,1,7,5,117.0,36.0,0,40.0,0.0,0
95.0,42.0,0,1,5,2,117.0,41.0,0,40.0,0.0,0
113.0,32.0,0,1,9,5,119.0,37.0,0,40.0,0.0,0
104.0,27.0,0,1,8,3,120.0,39.0,0,40.0,0.0,0
102.0,48.0,0,1,6,3,115.0,44.0,1,43.6,0.4,0
90.0,20.0,0,1,9,7,119.0,37.0,1,36.6,0.2,0
108.0,30.0,0,1,8,4,118.0,37.0,0,40.0,0.0,0
94.0,34.0,0,1,7,5,119.0,37.0,0,40.0,0.0,0
116.0,38.0,1,1,8,3,120.0,38.0,0,40.0,0.0,0
109.0,54.0,0,1,6,3,120.0,44.0,0,40.0,0.0,0
105.0,54.0,0,1,8,4,118.0,45.0,0,40.0,0.0,0
109.0,54.0,0,1,8,3,117.0,44.0,1,41.9,0.2,0
114.0,40.0,0,1,6,3,117.0,41.0,1,38.3,1.6,1
109.0,47.0,0,1,5,4,113.0,44.0,1,43.8,0.4,0
113.0,50.0,0,1,9,6,118.0,41.0,0,40.0,0.0,0
103.0,51.0,0,1,7,4,117.0,41.0,0,40.0,0.0,0
104.0,56.0,0,1,5,3,118.0,42.0,1,43.8,0.5,0
104.0,42.0,0,1,5,2,107.0,42.0,1,40.5,0.2,0
117.0,43.0,0,1,7,4,116.0,32.0,1,40.3,2.1,1
108.0,31.0,0,1,6,4,118.0,40.0,1,39.9,0.3,0
104.0,31.0,0,1,7,3,118.0,41.0,0,40.0,0.0,0
94.0,50.0,0,1,10,9,118.0,42.0,1,43.2,0.3,0
113.0,38.0,1,1,8,3,119.0,39.0,0,40.0,0.0,0
100.0,28.0,0,1,7,3,118.0,38.0,1,36.6,0.4,0
98.0,32.0,0,1,7,3,117.0,41.0,0,40.0,0.0,0
97.0,43.0,0,1,8,5,118.0,39.0,1,39.1,0.5,0
93.0,38.0,0,1,8,5,117.0,41.0,0,40.0,0.0,0
108.0,39.0,1,1,6,2,119.0,41.0,1,36.2,1.3,0
85.0,48.0,0,1,10,8,118.0,41.0,0,40.0,0.0,0
114.0,58.0,0,1,7,3,119.0,43.0,1,38.3,0.9,0
104.0,50.0,0,1,10,6,119.0,41.0,0,40.0,0.0,0
109.0,38.0,1,1,10,6,119.0,40.0,0,40.0,0.0,0
97.0,32.0,0,1,8,5,119.0,41.0,0,40.0,0.0,0
113.0,41.0,1,1,10,6,120.0,41.0,0,40.0,0.0,0
118.0,34.0,0,1,9,5,120.0,38.0,0,40.0,0.0,0
114.0,46.0,0,1,8,4,117.0,41.0,1,43.4,1.3,1
104.0,35.0,0,1,8,3,120.0,41.0,0,40.0,0.0,0
96.0,47.0,0,1,7,4,116.0,40.0,0,40.0,0.0,0
106.0,35.0,1,1,6,3,117.0,40.0,0,40.0,0.0,0
107.0,16.0,0,1,7,5,119.0,40.0,0,40.0,0.0,0
113.0,39.0,1,1,10,6,120.0,41.0,0,40.0,0.0,0
109.0,43.0,0,1,3,1,115.0,42.0,0,40.0,0.0,0
109.0,41.0,1,1,10,6,118.0,40.0,0,40.0,0.0,0
110.0,40.0,1,1,10,5,118.0,40.0,0,40.0,0.0,0
101.0,46.0,0,1,10,7,120.0,41.0,0,40.0,0.0,0
112.0,34.0,1,1,10,7,119.0,38.0,0,40.0,0.0,0
94.0,19.0,0,1,10,8,118.0,40.0,1,36.6,1.8,0
104.0,36.0,0,1,10,7,119.0,38.0,0,40.0,0.0,0
105.0,41.0,0,1,10,7,118.0,40.0,0,40.0,0.0,0
95.0,41.0,0,1,8,4,119.0,41.0,0,40.0,0.0,0
91.0,40.0,0,1,9,7,119.0,41.0,0,40.0,0.0,0
103.0,45.0,0,1,6,6,118.0,41.0,0,40.0,0.0,0
87.0,46.0,0,1,8,5,119.0,41.0,0,40.0,0.0,0
85.0,35.0,0,1,10,8,118.0,40.0,0,40.0,0.0,0
108.0,42.0,0,1,10,6,115.0,40.0,1,42.2,0.2,0
104.0,56.0,0,1,8,4,118.0,42.0,1,38.5,2.0,0
93.0,49.0,0,1,7,2,118.0,41.0,1,42.6,2.8,0
106.0,40.0,0,1,7,5,119.0,39.0,1,36.6,2.0,1
117.0,48.0,1,1,10,6,119.0,46.0,0,40.0,0.0,0
113.0,39.0,1,1,8,6,119.0,41.0,1,41.3,2.4,0
113.0,42.0,1,1,10,7,120.0,42.0,1,42.6,2.7,0
101.0,61.0,0,1,8,6,119.0,42.0,0,40.0,0.0,0
108.0,60.0,0,1,8,3,119.0,44.0,0,40.0,0.0,0
91.0,34.0,0,1,7,4,118.0,40.0,0,40.0,0.0,0
112.0,33.0,0,1,3,3,119.0,42.0,0,40.0,0.0,0
100.0,19.0,0,1,6,5,118.0,38.0,0,40.0,0.0,0
109.0,41.0,0,1,0,0,119.0,40.0,1,40.7,2.4,1
98.0,60.0,0,1,10,6,119.0,43.0,1,38.1,1.3,0
95.0,55.0,0,1,9,3,118.0,40.0,0,40.0,0.0,0
104.0,16.0,0,1,7,5,118.0,40.0,0,40.0,0.0,0
104.0,33.0,0,1,4,3,118.0,39.0,0,40.0,0.0,0
111.0,28.0,0,1,3,1,118.0,35.0,1,43.8,2.0,1
101.0,41.0,0,1,6,4,117.0,40.0,0,40.0,0.0,0
114.0,38.0,1,1,10,8,120.0,41.0,0,40.0,0.0,0
100.0,22.0,0,1,8,6,118.0,37.0,0,40.0,0.0,0
110.0,38.0,1,1,8,6,118.0,39.0,1,40.7,0.9,0
96.0,37.0,0,1,6,1,118.0,38.0,0,40.0,0.0,0
99.0,48.0,0,1,8,4,117.0,41.0,0,40.0,0.0,0
116.0,33.0,1,1,9,6,120.0,39.0,0,40.0,0.0,0
105.0,24.0,0,1,8,4,120.0,39.0,0,40.0,0.0,0
92.0,34.0,0,1,9,6,118.0,39.0,0,40.0,0.0,0
89.0,32.0,0,1,8,5,118.0,40.0,0,40.0,0.0,0
99.0,28.0,0,1,7,3,119.0,40.0,0,40.0,0.0,0
117.0,25.0,1,1,8,4,119.0,39.0,0,40.0,0.0,0
113.0,34.0,1,1,5,3,120.0,39.0,0,40.0,0.0,0
90.0,39.0,0,1,8,4,118.0,40.0,0,40.0,0.0,0
107.0,41.0,1,1,9,4,119.0,41.0,1,36.8,0.5,0
113.0,47.0,1,1,9,4,118.0,41.0,0,40.0,0.0,0
104.0,46.0,0,1,7,4,118.0,43.0,0,40.0,0.0,0
97.0,55.0,0,1,7,4,117.0,44.0,0,40.0,0.0,0
107.0,33.0,0,1,8,3,116.0,39.0,0,40.0,0.0,0
111.0,47.0,0,1,7,4,118.0,43.0,1,42.4,0.4,1
108.0,44.0,0,1,6,2,118.0,42.0,1,44.0,0.5,1
107.0,49.0,1,1,9,5,118.0,41.0,0,40.0,0.0,0
101.0,40.0,0,1,7,4,118.0,41.0,0,40.0,0.0,0
90.0,34.0,0,1,8,6,118.0,39.0,0,40.0,0.0,0
108.0,40.0,0,1,0,0,119.0,40.0,1,43.4,2.4,1
117.0,34.0,1,1,8,4,119.0,40.0,1,39.7,1.6,0
102.0,38.0,0,1,7,5,118.0,39.0,0,40.0,0.0,0
102.0,59.0,0,1,8,4,117.0,41.0,0,40.0,0.0,0
93.0,50.0,0,1,9,7,118.0,41.0,0,40.0,0.0,0
96.0,53.0,0,1,8,2,120.0,43.0,0,40.0,0.0,0
111.0,43.0,0,1,9,5,119.0,38.0,0,40.0,0.0,0
105.0,45.0,1,1,10,6,118.0,39.0,0,40.0,0.0,0
115.0,57.0,0,1,3,0,118.0,48.0,0,40.0,0.0,0
100.0,54.0,0,1,6,5,117.0,43.0,0,40.0,0.0,0
107.0,32.0,0,1,6,3,117.0,41.0,0,40.0,0.0,0
86.0,50.0,0,1,9,6,115.0,39.0,0,40.0,0.0,0
97.0,49.0,0,1,10,6,118.0,40.0,1,37.4,1.9,0
90.0,23.0,0,1,9,6,118.0,38.0,0,40.0,0.0,0
106.0,37.0,0,1,6,4,118.0,38.0,1,36.4,2.3,1
96.0,26.0,0,1,8,4,118.0,39.0,1,36.4,1.4,0
114.0,40.0,0,1,4,2,117.0,40.0,0,40.0,0.0,0
113.0,39.0,0,1,8,4,116.0,41.0,1,40.3,0.5,1
111.0,34.0,1,1,9,5,119.0,39.0,0,40.0,0.0,0
109.0,35.0,1,1,9,5,118.0,40.0,1,38.5,1.9,0
95.0,31.0,0,1,9,6,118.0,39.0,0,40.0,0.0,0
111.0,22.0,0,1,6,4,117.0,36.0,0,40.0,0.0,0
116.0,48.0,1,1,10,7,118.0,41.0,0,40.0,0.0,0
111.0,26.0,0,1,7,4,119.0,39.0,1,41.5,0.3,0
102.0,29.0,0,1,7,4,118.0,40.0,0,40.0,0.0,0
113.0,44.0,1,1,10,6,120.0,42.0,0,40.0,0.0,0
118.0,24.0,0,1,8,3,118.0,35.0,0,40.0,0.0,0
111.0,49.0,0,1,7,5,120.0,45.0,0,40.0,0.0,0
107.0,55.0,0,1,9,6,117.0,45.0,0,40.0,0.0,0
101.0,37.0,0,1,5,4,118.0,41.0,0,40.0,0.0,0
109.0,41.0,0,1,0,0,119.0,40.0,1,38.3,1.3,0
105.0,58.0,0,1,10,7,119.0,45.0,0,40.0,0.0,0
92.0,58.0,0,1,10,8,120.0,40.0,0,40.0,0.0,0
100.0,53.0,0,1,9,7,120.0,43.0,0,40.0,0.0,0
97.0,20.0,0,1,9,4,120.0,40.0,1,40.3,0.6,0
92.0,61.0,0,1,10,7,120.0,41.0,0,40.0,0.0,0
97.0,44.0,0,1,9,3,119.0,41.0,0,40.0,0.0,0
100.0,27.0,0,1,9,6,119.0,39.0,0,40.0,0.0,0
98.0,44.0,0,1,9,5,119.0,42.0,0,40.0,0.0,0
95.0,55.0,0,1,10,7,120.0,44.0,1,42.6,0.9,0
105.0,52.0,0,1,10,7,120.0,43.0,0,40.0,0.0,0
90.0,36.0,0,1,10,8,120.0,41.0,0,40.0,0.0,0
93.0,52.0,0,1,9,6,120.0,43.0,1,40.9,2.3,0
117.0,40.0,0,1,8,4,119.0,40.0,0,40.0,0.0,0
91.0,20.0,0,1,10,8,119.0,40.0,0,40.0,0.0,0
112.0,42.0,1,1,5,3,118.0,40.0,0,40.0,0.0,0
109.0,55.0,0,1,8,5,119.0,45.0,0,40.0,0.0,0
107.0,33.0,0,1,8,5,120.0,41.0,0,40.0,0.0,0
91.0,49.0,0,1,8,6,120.0,43.0,0,40.0,0.0,0
113.0,40.0,1,1,9,6,119.0,39.0,0,40.0,0.0,0
90.0,41.0,0,1,7,4,119.0,42.0,0,40.0,0.0,0
111.0,43.0,1,1,8,5,120.0,42.0,0,40.0,0.0,0
109.0,35.0,1,1,7,4,119.0,39.0,0,40.0,0.0,0
99.0,34.0,0,1,9,4,120.0,41.0,0,40.0,0.0,0
108.0,27.0,0,1,8,4,120.0,39.0,0,40.0,0.0,0
107.0,27.0,0,1,5,2,119.0,39.0,0,40.0,0.0,0
105.0,53.0,0,1,10,6,118.0,41.0,1,36.6,2.2,1
93.0,42.0,0,1,10,7,119.0,41.0,0,40.0,0.0,0
107.0,54.0,0,1,8,3,118.0,42.0,0,40.0,0.0,0
104.0,33.0,0,1,5,2,109.0,36.0,1,44.0,0.9,0
86.0,50.0,0,1,9,6,120.0,41.0,0,40.0,0.0,0
99.0,33.0,0,1,9,5,120.0,41.0,0,40.0,0.0,0
92.0,55.0,0,1,9,7,119.0,41.0,0,40.0,0.0,0
106.0,31.0,0,1,9,6,119.0,41.0,0,40.0,0.0,0
116.0,30.0,0,1,9,6,117.0,33.0,0,40.0,0.0,0
99.0,49.0,0,1,7,5,118.0,40.0,1,37.4,0.9,0
110.0,26.0,0,1,7,5,119.0,36.0,0,40.0,0.0,0
113.0,29.0,0,1,7,4,118.0,36.0,0,40.0,0.0,0
89.0,60.0,0,1,8,5,119.0,42.0,0,40.0,0.0,0
103.0,22.0,0,1,7,3,120.0,39.0,1,39.7,0.3,0
108.0,56.0,0,1,5,0,117.0,42.0,0,40.0,0.0,0
104.0,41.0,0,1,5,3,116.0,40.0,0,40.0,0.0,0
101.0,41.0,0,1,6,4,118.0,40.0,0,40.0,0.0,0
93.0,50.0,0,1,7,5,118.0,41.0,0,40.0,0.0,0
112.0,51.0,1,1,7,3,119.0,42.0,0,40.0,0.0,0
108.0,49.0,0,1,6,3,118.0,40.0,1,37.4,0.3,0
81.0,48.0,0,1,9,6,119.0,42.0,0,40.0,0.0,0
98.0,60.0,0,1,9,7,119.0,44.0,0,40.0,0.0,0
104.0,31.0,0,1,10,4,120.0,40.0,0,40.0,0.0,0
90.0,51.0,0,1,10,7,118.0,40.0,0,40.0,0.0,0
113.0,33.0,0,1,8,4,118.0,40.0,0,40.0,0.0,0
109.0,47.0,0,1,7,4,119.0,42.0,0,40.0,0.0,0
93.0,26.0,0,1,10,6,118.0,38.0,0,40.0,0.0,0
104.0,16.0,0,1,9,6,119.0,40.0,0,40.0,0.0,0
101.0,42.0,0,1,8,4,118.0,42.0,1,37.6,2.2,1
93.0,49.0,0,1,9,6,118.0,44.0,0,40.0,0.0,0
93.0,21.0,0,1,7,4,119.0,40.0,1,36.8,0.3,0
104.0,58.0,0,1,9,6,118.0,40.0,0,40.0,0.0,0
88.0,33.0,0,1,10,8,118.0,39.0,0,40.0,0.0,0
95.0,52.0,0,1,10,7,118.0,40.0,0,40.0,0.0,0
112.0,53.0,0,1,8,6,119.0,41.0,0,40.0,0.0,0
113.0,36.0,1,1,10,5,119.0,40.0,0,40.0,0.0,0
100.0,31.0,0,1,10,8,119.0,40.0,0,40.0,0.0,0
101.0,38.0,0,1,7,6,118.0,38.0,0,40.0,0.0,0
112.0,30.0,1,1,8,5,118.0,36.0,1,36.6,0.3,0
102.0,38.0,0,1,9,4,120.0,41.0,1,43.0,1.7,0
112.0,27.0,0,1,8,4,119.0,39.0,1,37.0,0.4,0
101.0,29.0,0,1,8,4,119.0,38.0,0,40.0,0.0,0
102.0,35.0,0,1,8,5,114.0,41.0,0,40.0,0.0,0
95.0,55.0,0,1,10,7,119.0,41.0,0,40.0,0.0,0
100.0,39.0,0,1,10,7,120.0,42.0,0,40.0,0.0,0
114.0,35.0,1,1,7,5,120.0,40.0,0,40.0,0.0,0
103.0,34.0,1,1,7,3,118.0,40.0,0,40.0,0.0,0
93.0,23.0,0,1,10,6,119.0,40.0,0,40.0,0.0,0
117.0,50.0,1,1,10,7,119.0,41.0,0,40.0,0.0,0
109.0,47.0,1,1,9,6,119.0,41.0,1,39.1,1.2,0
83.0,34.0,0,1,9,7,120.0,42.0,1,38.7,1.9,0
112.0,55.0,0,1,8,4,119.0,45.0,0,40.0,0.0,0
102.0,58.0,0,1,9,6,120.0,44.0,1,36.2,1.7,1
108.0,40.0,0,1,0,0,119.0,40.0,1,42.4,0.9,0
111.0,36.0,1,1,8,4,120.0,41.0,0,40.0,0.0,0
93.0,30.0,0,1,8,4,117.0,40.0,0,40.0,0.0,0
97.0,35.0,0,1,8,5,119.0,39.0,0,40.0,0.0,0
96.0,24.0,0,1,9,6,119.0,38.0,0,40.0,0.0,0
98.0,38.0,0,1,6,3,120.0,41.0,0,40.0,0.0,0
95.0,51.0,0,1,6,3,118.0,40.0,0,40.0,0.0,0
113.0,32.0,1,1,8,3,120.0,39.0,0,40.0,0.0,0
109.0,41.0,0,1,0,0,119.0,40.0,1,42.6,2.5,1
97.0,45.0,0,1,8,5,119.0,42.0,0,40.0,0.0,0
113.0,33.0,0,1,5,2,117.0,36.0,0,40.0,0.0,0
109.0,30.0,1,1,7,5,119.0,37.0,0,40.0,0.0,0
91.0,39.0,0,1,10,8,120.0,42.0,0,40.0,0.0,0
115.0,41.0,1,1,7,3,120.0,42.0,1,41.7,2.4,1
108.0,56.0,0,1,7,4,120.0,44.0,0,40.0,0.0,0
114.0,33.0,1,1,9,5,119.0,38.0,1,36.6,0.2,0
109.0,45.0,1,1,5,2,119.0,41.0,0,40.0,0.0,0
109.0,26.0,0,1,5,2,118.0,37.0,0,40.0,0.0,0
92.0,25.0,0,1,8,6,119.0,40.0,1,40.5,0.3,0
108.0,44.0,1,1,3,2,118.0,41.0,0,40.0,0.0,0
100.0,34.0,0,1,9,6,120.0,43.0,0,40.0,0.0,0
87.0,28.0,0,1,9,7,118.0,40.0,0,40.0,0.0,0
109.0,34.0,0,1,6,2,116.0,39.0,1,42.2,1.8,0
112.0,41.0,1,1,9,5,118.0,40.0,0,40.0,0.0,0
111.0,42.0,1,1,7,4,119.0,40.0,0,40.0,0.0,0
107.0,31.0,0,1,6,2,119.0,37.0,0,40.0,0.0,0
103.0,53.0,0,1,6,3,119.0,41.0,0,40.0,0.0,0
105.0,57.0,0,1,9,4,119.0,45.0,1,41.7,2.3,0
112.0,50.0,1,1,8,6,120.0,42.0,1,37.0,0.9,0
107.0,42.0,0,1,8,3,120.0,42.0,0,40.0,0.0,0
113.0,34.0,1,1,7,3,120.0,40.0,0,40.0,0.0,0
96.0,54.0,0,1,10,8,120.0,41.0,0,40.0,0.0,0
93.0,17.0,0,1,7,4,119.0,37.0,0,40.0,0.0,0
113.0,47.0,0,1,9,5,120.0,43.0,0,40.0,0.0,0
86.0,54.0,0,1,9,7,120.0,41.0,0,40.0,0.0,0
97.0,52.0,0,1,7,4,119.0,40.0,0,40.0,0.0,0
102.0,31.0,0,1,9,5,119.0,41.0,0,40.0,0.0,0
112.0,50.0,0,1,6,3,120.0,44.0,0,40.0,0.0,0
111.0,38.0,0,1,9,5,120.0,41.0,0,40.0,0.0,0
90.0,21.0,0,1,9,4,119.0,38.0,0,40.0,0.0,0
96.0,43.0,0,1,9,7,120.0,41.0,1,43.4,2.3,1
111.0,37.0,1,1,9,5,120.0,41.0,0,40.0,0.0,0
94.0,20.0,0,1,8,6,118.0,38.0,0,40.0,0.0,0
98.0,41.0,0,1,7,3,119.0,40.0,0,40.0,0.0,0
87.0,26.0,0,1,8,3,117.0,40.0,0,40.0,0.0,0
101.0,50.0,0,1,9,6,119.0,40.0,1,37.4,1.8,0
102.0,41.0,0,1,7,3,118.0,41.0,0,40.0,0.0,0
104.0,52.0,0,1,8,6,119.0,43.0,0,40.0,0.0,0
88.0,51.0,0,1,7,3,118.0,40.0,0,40.0,0.0,0
96.0,45.0,0,1,6,2,115.0,40.0,0,40.0,0.0,0
97.0,34.0,0,1,6,3,120.0,41.0,0,40.0,0.0,0
103.0,41.0,0,1,7,4,120.0,41.0,0,40.0,0.0,0
118.0,56.0,0,1,7,3,118.0,44.0,0,40.0,0.0,0
114.0,40.0,0,1,7,2,120.0,42.0,1,36.4,0.4,1
112.0,30.0,0,1,6,1,120.0,39.0,1,44.4,0.5,0
111.0,44.0,0,1,6,2,120.0,38.0,1,37.0,1.3,0
98.0,48.0,0,1,10,8,120.0,41.0,0,40.0,0.0,0
115.0,55.0,0,1,7,4,119.0,44.0,0,40.0,0.0,0
95.0,45.0,0,1,8,4,118.0,40.0,0,40.0,0.0,0
113.0,52.0,0,1,5,1,119.0,44.0,1,43.6,1.3,0
113.0,24.0,0,1,4,1,119.0,29.0,0,40.0,0.0,0
89.0,57.0,0,1,10,8,119.0,42.0,0,40.0,0.0,0
113.0,33.0,1,1,10,5,119.0,40.0,0,40.0,0.0,0
92.0,51.0,0,1,8,5,116.0,43.0,0,40.0,0.0,0
113.0,49.0,1,1,9,5,120.0,42.0,0,40.0,0.0,0
106.0,58.0,0,1,10,5,119.0,42.0,0,40.0,0.0,0
101.0,34.0,0,1,7,3,119.0,38.0,0,40.0,0.0,0
114.0,39.0,0,1,5,2,116.0,39.0,1,39.5,0.9,0
111.0,27.0,0,1,9,5,120.0,38.0,0,40.0,0.0,0
114.0,33.0,0,1,9,5,120.0,39.0,1,42.0,0.5,1
107.0,32.0,0,1,7,3,119.0,39.0,0,40.0,0.0,0
97.0,22.0,0,1,6,5,119.0,40.0,1,39.9,2.2,0
109.0,52.0,0,1,3,1,119.0,44.0,0,40.0,0.0,0
98.0,51.0,0,1,9,5,117.0,40.0,0,40.0,0.0,0
88.0,59.0,0,1,10,7,120.0,41.0,0,40.0,0.0,0
107.0,48.0,0,1,7,5,119.0,43.0,0,40.0,0.0,0
82.0,29.0,0,1,9,5,119.0,41.0,0,40.0,0.0,0
106.0,25.0,1,1,9,4,119.0,38.0,0,40.0,0.0,0
99.0,22.0,0,1,7,4,118.0,37.0,0,40.0,0.0,0
97.0,20.0,0,1,9,7,117.0,36.0,0,40.0,0.0,0
92.0,23.0,0,1,9,6,117.0,37.0,0,40.0,0.0,0
100.0,52.0,0,1,10,6,117.0,40.0,0,40.0,0.0,0
96.0,23.0,0,1,9,6,118.0,38.0,1,36.4,0.5,0
117.0,39.0,0,1,8,3,119.0,43.0,0,40.0,0.0,0
112.0,40.0,1,1,8,3,119.0,41.0,1,41.3,2.7,0
105.0,41.0,0,1,8,4,120.0,42.0,0,40.0,0.0,0
110.0,42.0,0,1,5,4,119.0,43.0,1,41.1,2.4,0
103.0,48.0,0,1,7,4,120.0,44.0,1,41.7,0.3,0
104.0,40.0,0,1,7,5,119.0,40.0,0,40.0,0.0,0
108.0,31.0,0,1,7,4,120.0,39.0,0,40.0,0.0,0
100.0,24.0,0,1,9,5,120.0,41.0,1,37.2,0.4,0
111.0,44.0,1,1,8,5,120.0,43.0,0,40.0,0.0,0
112.0,41.0,1,1,8,5,120.0,42.0,1,38.0,1.3,0
98.0,38.0,0,1,4,1,115.0,41.0,0,40.0,0.0,0
108.0,27.0,0,1,7,4,119.0,39.0,0,40.0,0.0,0
89.0,28.0,0,1,9,7,120.0,41.0,1,37.4,1.0,0
96.0,46.0,0,1,9,6,119.0,43.0,1,42.8,0.4,0
113.0,38.0,0,1,8,3,119.0,41.0,1,38.9,0.3,1
112.0,32.0,0,1,8,3,119.0,39.0,0,40.0,0.0,0
115.0,42.0,0,1,5,2,116.0,45.0,1,36.6,1.6,1
97.0,32.0,0,1,8,6,120.0,43.0,1,37.0,0.5,0
108.0,51.0,0,1,7,5,118.0,41.0,1,43.8,0.9,0
109.0,55.0,0,1,8,4,120.0,44.0,0,40.0,0.0,0
102.0,23.0,0,1,8,4,120.0,39.0,0,40.0,0.0,0
114.0,48.0,1,1,10,7,120.0,43.0,0,40.0,0.0,0
116.0,35.0,0,1,9,6,120.0,40.0,0,40.0,0.0,0
100.0,51.0,0,1,7,4,118.0,40.0,1,38.5,0.5,0
83.0,53.0,0,1,9,4,120.0,43.0,0,40.0,0.0,0
88.0,38.0,0,1,10,8,120.0,42.0,0,40.0,0.0,0
105.0,48.0,0,1,7,4,119.0,40.0,0,40.0,0.0,0
88.0,37.0,0,1,8,5,119.0,38.0,0,40.0,0.0,0
114.0,48.0,0,1,5,3,116.0,46.0,1,42.8,1.2,0
92.0,19.0,0,1,7,4,120.0,41.0,0,40.0,0.0,0
94.0,50.0,0,1,9,4,119.0,39.0,0,40.0,0.0,0
108.0,49.0,0,1,10,7,119.0,41.0,0,40.0,0.0,0
98.0,62.0,0,1,8,5,119.0,45.0,1,41.1,1.4,0
105.0,52.0,0,1,8,4,120.0,45.0,0,40.0,0.0,0
99.0,34.0,0,1,8,7,119.0,38.0,1,42.8,1.5,0
112.0,44.0,1,1,10,7,119.0,40.0,0,40.0,0.0,0
112.0,36.0,1,1,10,7,118.0,38.0,0,40.0,0.0,0
98.0,21.0,0,1,8,8,119.0,39.0,1,44.4,1.7,0
110.0,38.0,0,1,10,4,119.0,43.0,0,40.0,0.0,0
113.0,37.0,1,1,10,7,119.0,39.0,1,43.6,2.0,1
104.0,56.0,0,1,8,5,119.0,45.0,0,40.0,0.0,0
112.0,41.0,1,1,10,7,120.0,41.0,0,40.0,0.0,0
107.0,45.0,1,1,10,9,119.0,41.0,0,40.0,0.0,0
111.0,49.0,1,1,10,7,120.0,42.0,1,44.0,2.2,0
109.0,51.0,0,1,3,0,118.0,42.0,0,40.0,0.0,0
111.0,49.0,0,1,4,0,116.0,42.0,0,40.0,0.0,0
98.0,49.0,0,1,6,3,119.0,40.0,0,40.0,0.0,0
109.0,44.0,1,1,7,5,119.0,42.0,1,40.9,2.4,0
109.0,41.0,0,1,0,0,119.0,40.0,1,41.5,1.8,1
105.0,42.0,0,1,9,6,119.0,41.0,1,39.1,2.4,0
87.0,41.0,0,1,8,5,119.0,39.0,0,40.0,0.0,0
118.0,30.0,0,1,3,1,118.0,31.0,1,36.6,0.5,0
108.0,26.0,0,1,7,4,118.0,39.0,0,40.0,0.0,0
94.0,48.0,0,1,8,6,118.0,40.0,0,40.0,0.0,0
99.0,32.0,0,1,8,7,118.0,38.0,0,40.0,0.0,0
100.0,28.0,0,1,6,3,116.0,38.0,0,40.0,0.0,0
90.0,46.0,0,1,6,3,113.0,43.0,0,40.0,0.0,0
110.0,47.0,0,1,7,4,120.0,44.0,0,40.0,0.0,0
105.0,68.0,0,1,7,6,120.0,44.0,1,43.8,0.5,0
103.0,18.0,0,1,8,5,120.0,39.0,1,39.1,1.4,0
96.0,46.0,0,1,9,6,117.0,40.0,0,40.0,0.0,0
104.0,36.0,0,1,9,7,117.0,39.0,1,37.2,1.6,0
100.0,39.0,0,1,4,0,109.0,40.0,0,40.0,0.0,0
104.0,38.0,0,1,7,4,120.0,39.0,0,40.0,0.0,0
101.0,58.0,0,1,5,2,118.0,41.0,0,40.0,0.0,0
111.0,32.0,0,1,5,2,115.0,35.0,1,38.3,0.1,1
99.0,40.0,0,1,7,7,120.0,40.0,1,37.6,0.6,0
88.0,52.0,0,1,8,6,120.0,41.0,0,40.0,0.0,0
95.0,49.0,0,1,9,6,120.0,42.0,0,40.0,0.0,0
94.0,40.0,0,1,7,3,119.0,41.0,0,40.0,0.0,0
96.0,47.0,0,1,8,6,118.0,40.0,0,40.0,0.0,0
97.0,54.0,0,1,8,5,119.0,43.0,1,36.2,1.4,1
